year_month,year,month,country,treatment_location,healthboard,hscp_name,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_meeting_target_aggregate,number_meeting_target_episode,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown,attendance_greater8hrs,attendance_greater12hrs,x_coordinate,y_coordinate,percent_target_met,percent_target_met_ep
2011-03,2011,March,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2011-03,2011,March,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,27,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2011-03,2011,March,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,98,98,98,98,0,0,81,17,0,0,0,386065.6,786460.5,1,1
2011-03,2011,March,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1232,1232,1207,1207,0,0,1,20,1211,1,0,238439,680824,0.9797077922077922,0.9797077922077922
2011-03,2011,March,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1232,1232,1207,1207,0,0,1,20,1211,1,0,238439,680824,0.9797077922077922,0.9797077922077922
2011-03,2011,March,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2825,2825,2711,2711,0,0,11,15,2799,4,0,224623.63,675929.12,0.9596460176991151,0.9596460176991151
2011-03,2011,March,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2825,2825,2711,2711,0,0,11,15,2799,4,0,224623.63,675929.12,0.9596460176991151,0.9596460176991151
2011-03,2011,March,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6410,6410,5947,5947,841,0,22,69,5478,18,0,247423,662910,0.9277691107644306,0.9277691107644306
2011-03,2011,March,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6410,6410,5947,5947,841,0,22,69,5478,18,0,247423,662910,0.9277691107644306,0.9277691107644306
2011-03,2011,March,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,7118,7118,6405,6405,1899,15,4631,141,432,29,0,260185,665688,0.8998314133183478,0.8998314133183478
2011-03,2011,March,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,692,692,692,692,1,0,649,10,32,0,0,261277,668868,1,1
2011-03,2011,March,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Emergency Department,1697,1697,1681,1681,359,0,1217,22,99,0,0,261277,668868,0.990571596935769,0.990571596935769
2011-03,2011,March,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,1509,1509,1509,1509,0,1,1482,0,26,0,0,258200,661808,1,1
2011-03,2011,March,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,5134,5134,4808,4808,1459,13,3505,102,55,17,0,258200,661808,0.9365017530190884,0.9365017530190884
2011-03,2011,March,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,4066,4066,3937,3937,1202,5,2756,51,52,1,0,253769,665746,0.9682734874569602,0.9682734874569602
2011-03,2011,March,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,4453,4453,4332,4332,551,0,3891,5,6,2,0,253655,665616,0.9728273074331911,0.9728273074331911
2011-03,2011,March,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,4799,4799,4174,4174,1469,10,2876,137,307,107,2,255434,667982,0.8697645342779746,0.8697645342779746
2011-03,2011,March,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,528,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.9886363636363636,NA
2011-03,2011,March,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,81,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,0.9629629629629629,NA
2011-03,2011,March,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,290,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9862068965517241,NA
2011-03,2011,March,Scotland,C117J,NHS Highland,NA,NA,Minor Injury Unit or Other,49,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9591836734693877,NA
2011-03,2011,March,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,455,NA,451,NA,NA,NA,NA,NA,NA,NA,NA,185665,728549,0.9912087912087912,NA
2011-03,2011,March,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,399,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,1,NA
2011-03,2011,March,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,173,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,0.9942196531791907,NA
2011-03,2011,March,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,474,474,466,466,121,2,351,0,0,0,0,336130,950861,0.9831223628691983,0.9831223628691983
2011-03,2011,March,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2011-03,2011,March,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2586,2586,2541,2541,516,9,2061,0,0,2,2,268618,844740,0.9825986078886311,0.9825986078886311
2011-03,2011,March,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,340,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,0.9970588235294118,NA
2011-03,2011,March,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,94,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2011-03,2011,March,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,629,629,615,615,0,0,15,0,614,0,0,210613,774069,0.9777424483306836,0.9777424483306836
2011-03,2011,March,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,330,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2011-03,2011,March,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,190,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2011-03,2011,March,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,141,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2011-03,2011,March,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,173,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,0.9942196531791907,NA
2011-03,2011,March,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,254,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,0.9881889763779528,NA
2011-03,2011,March,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,162,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2011-03,2011,March,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5924,5924,5482,5482,1631,9,3919,187,178,17,0,274962,665442,0.925388251181634,0.925388251181634
2011-03,2011,March,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2011-03,2011,March,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2011-03,2011,March,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,113,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2011-03,2011,March,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,113,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2011-03,2011,March,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5042,5042,4481,4481,1279,10,3443,164,146,96,30,260668,654078,0.8887346291154303,0.8887346291154303
2011-03,2011,March,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,5042,5042,4481,4481,1279,10,3443,164,146,96,30,260668,654078,0.8887346291154303,0.8887346291154303
2011-03,2011,March,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,5650,5650,5275,5275,1361,5,3965,218,101,14,1,278294,655081,0.9336283185840708,0.9336283185840708
2011-03,2011,March,Scotland,S102H,NHS Lothian,East Lothian,Belhaven Hospital,Minor Injury Unit or Other,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,366560,678231,1,NA
2011-03,2011,March,Scotland,S108H,NHS Lothian,East Lothian,Edington Cottage Hospital,Minor Injury Unit or Other,130,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,355361,684972,1,NA
2011-03,2011,March,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,3329,3329,3261,3261,1125,2,2156,46,0,3,0,323004,674999,0.9795734454791228,0.9795734454791228
2011-03,2011,March,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4394,4394,4256,4256,1072,5,3172,145,0,15,3,305077,667692,0.9685935366408739,0.9685935366408739
2011-03,2011,March,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9475,9475,9139,9139,2870,25,6218,362,0,21,1,327699,669148,0.9645382585751979,0.9645382585751979
2011-03,2011,March,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,3910,3910,3869,3869,550,1,3359,0,0,0,0,NA,NA,0.9895140664961637,0.9895140664961637
2011-03,2011,March,Scotland,R103H,NHS Orkney,Orkney Islands,The Balfour,Minor Injury Unit or Other,252,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,344590,1010016,0.996031746031746,NA
2011-03,2011,March,Scotland,Z102H,NHS Shetland,Shetland Islands,Gilbert Bain Hospital,Emergency Department,685,685,684,684,154,2,499,4,26,0,0,446981,1141029,0.9985401459854014,0.9985401459854014
2011-03,2011,March,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4005,4005,3930,3930,832,8,3088,74,3,0,0,339005.12,730389.6,0.9812734082397003,0.9812734082397003
2011-03,2011,March,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4005,4005,3930,3930,832,8,3088,74,3,0,0,339005.12,730389.6,0.9812734082397003,0.9812734082397003
2011-03,2011,March,Scotland,T202H,NHS Tayside,Perth and Kinross,Perth Royal Infirmary,Emergency Department,1990,1990,1975,1975,329,1,1352,257,51,0,0,310411,723623,0.992462311557789,0.992462311557789
2011-03,2011,March,Scotland,T205H,NHS Tayside,Perth and Kinross,St Margaret's Hospital,Minor Injury Unit or Other,24,24,24,24,0,0,22,2,0,0,0,293688,712587,1,1
2011-03,2011,March,Scotland,T207H,NHS Tayside,Perth and Kinross,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,16,16,16,16,0,0,9,7,0,0,0,285932,748951,1,1
2011-03,2011,March,Scotland,T209H,NHS Tayside,Perth and Kinross,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,227,227,227,227,0,0,198,26,3,0,0,317409,744585.83,1,1
2011-03,2011,March,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1069,1069,1069,1069,0,0,844,175,50,0,0,363406,740444,1,1
2011-03,2011,March,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1069,1069,1069,1069,0,0,844,175,50,0,0,363406,740444,1,1
2011-03,2011,March,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,287,287,287,287,0,0,249,22,16,0,0,360207,760462,1,1
2011-03,2011,March,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,287,287,287,287,0,0,249,22,16,0,0,360207,760462,1,1
2011-03,2011,March,Scotland,T316H,NHS Tayside,Perth and Kinross,Crieff Community Hospital,Minor Injury Unit or Other,210,210,208,208,0,0,159,48,3,0,0,286317.24,721263.23,0.9904761904761905,0.9904761904761905
2011-03,2011,March,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,543,543,543,543,0,0,497,31,15,0,0,346619,751376,1,1
2011-03,2011,March,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,543,543,543,543,0,0,497,31,15,0,0,346619,751376,1,1
2011-03,2011,March,Scotland,T320H,NHS Tayside,Perth and Kinross,Pitlochry Community Hospital,Minor Injury Unit or Other,111,111,111,111,0,0,94,15,2,0,0,293727,757986,1,1
2011-03,2011,March,Scotland,T357C,NHS Tayside,NA,NA,Minor Injury Unit or Other,550,550,550,550,0,0,458,59,33,0,0,NA,NA,1,1
2011-03,2011,March,Scotland,W106H,NHS Western Isles,Western Isles,St Brendans Cot Hospital,Minor Injury Unit or Other,56,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,65926,797989,1,NA
2011-03,2011,March,Scotland,W107H,NHS Western Isles,Western Isles,Western Isles Hospital,Emergency Department,513,513,495,495,129,0,363,16,5,0,0,142692,934195,0.9649122807017544,0.9649122807017544
2011-03,2011,March,Scotland,W108H,NHS Western Isles,Western Isles,Uist & Barra Hospital,Minor Injury Unit or Other,80,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,77740,855235,1,NA
2011-04,2011,April,Scotland,A101H,NHS Ayrshire and Arran,North Ayrshire,Arran War Memorial Hospital,Minor Injury Unit or Other,245,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,203533,632121,1,NA
2011-04,2011,April,Scotland,A110H,NHS Ayrshire and Arran,North Ayrshire,Lady Margaret Hospital,Minor Injury Unit or Other,61,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,216713,655863,1,NA
2011-04,2011,April,Scotland,A111H,NHS Ayrshire and Arran,East Ayrshire,University Hospital Crosshouse,Emergency Department,6011,6011,5850,5850,2229,10,3351,209,212,5,1,240159.8,638520.4,0.9732157710863417,0.9732157710863417
2011-04,2011,April,Scotland,A210H,NHS Ayrshire and Arran,South Ayrshire,University Hospital Ayr,Emergency Department,3813,3813,3705,3705,1246,4,2314,154,95,5,0,235861,618224,0.971675845790716,0.971675845790716
2011-04,2011,April,Scotland,A216H,NHS Ayrshire and Arran,South Ayrshire,Girvan Community Hospital,Minor Injury Unit or Other,103,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,219127,598598,1,NA
2011-04,2011,April,Scotland,B103H,NHS Borders,Scottish Borders,The Knoll Hospital,Minor Injury Unit or Other,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,378679,653306,1,NA
2011-04,2011,April,Scotland,B105H,NHS Borders,Scottish Borders,Hawick Community  Hospital,Minor Injury Unit or Other,119,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,349809,614689,1,NA
2011-04,2011,April,Scotland,B114H,NHS Borders,Scottish Borders,Kelso Hospital,Minor Injury Unit or Other,23,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,372790,634491,1,NA
2011-04,2011,April,Scotland,B118H,NHS Borders,Scottish Borders,Hay Lodge Hospital,Minor Injury Unit or Other,70,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,324699,640483,1,NA
2011-04,2011,April,Scotland,B120H,NHS Borders,Scottish Borders,Borders General Hospital,Emergency Department,2012,2012,1982,1982,613,3,928,416,52,0,0,353342,633789,0.9850894632206759,0.9850894632206759
2011-04,2011,April,Scotland,Y101H,NHS Dumfries and Galloway,Dumfries and Galloway,Castle Douglas Community Hospital,Minor Injury Unit or Other,51,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,276781,562189,1,NA
2011-04,2011,April,Scotland,Y106H,NHS Dumfries and Galloway,Dumfries and Galloway,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,84,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,268392,550781,1,NA
2011-04,2011,April,Scotland,Y109H,NHS Dumfries and Galloway,Dumfries and Galloway,Moffat Community Hospital,Minor Injury Unit or Other,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,309357,605079,1,NA
2011-04,2011,April,Scotland,Y110H,NHS Dumfries and Galloway,Dumfries and Galloway,Newton Stewart Hospital,Minor Injury Unit or Other,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,240517,564668,1,NA
2011-04,2011,April,Scotland,Y144H,NHS Dumfries and Galloway,Dumfries and Galloway,Galloway Community Hospital,Emergency Department,1084,1084,1057,1057,103,1,959,21,0,0,0,206341,560236,0.9750922509225092,0.9750922509225092
2011-04,2011,April,Scotland,Y146H,NHS Dumfries and Galloway,Dumfries and Galloway,Dumfries & Galloway Royal Infirmary,Emergency Department,2878,2878,2737,2737,831,6,1954,87,0,1,0,294130,575081,0.9510076441973593,0.9510076441973593
2011-04,2011,April,Scotland,F704H,NHS Fife,Fife,Victoria Hospital,Emergency Department,2991,2991,2905,2905,266,4,2333,192,196,7,0,327977,693093,0.9712470745570043,0.9712470745570043
2011-04,2011,April,Scotland,F708H,NHS Fife,Fife,Adamson Hospital,Minor Injury Unit or Other,107,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,337144,715124,1,NA
2011-04,2011,April,Scotland,F709H,NHS Fife,Fife,St Andrews Community Hospital,Minor Injury Unit or Other,443,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,350283,715321,1,NA
2011-04,2011,April,Scotland,F805H,NHS Fife,Fife,Queen Margaret Hospital,Emergency Department,4397,4397,3714,3714,934,7,3170,208,78,137,49,311292,688640,0.8446668182851944,0.8446668182851944
2011-04,2011,April,Scotland,V102H,NHS Forth Valley,Falkirk,Falkirk Community Hospital,Minor Injury Unit or Other,1462,1462,1462,1462,0,0,1158,90,214,0,0,288174,679767,1,1
2011-04,2011,April,Scotland,V201H,NHS Forth Valley,Clackmannanshire and Stirling,Stirling Community Hospital,Emergency Department,4892,4892,4591,4591,1280,11,2674,59,868,7,0,279698,692139,0.9384709730171709,0.9384709730171709
2011-04,2011,April,Scotland,N101H,NHS Grampian,Aberdeen City,Aberdeen Royal Infirmary,Emergency Department,5325,5325,5216,5216,1320,13,3878,71,43,11,0,391789,807053,0.9795305164319249,0.9795305164319249
2011-04,2011,April,Scotland,N121H,NHS Grampian,Aberdeen City,Royal Aberdeen Children's Hospital,Emergency Department,1708,1708,1690,1690,432,0,1276,0,0,0,0,391919,806977,0.9894613583138173,0.9894613583138173
2011-04,2011,April,Scotland,N151H,NHS Grampian,Aberdeenshire,Aboyne Hospital,Minor Injury Unit or Other,121,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,353599.9,798620.3,1,NA
2011-04,2011,April,Scotland,N331H,NHS Grampian,Aberdeenshire,Inverurie Hospital,Minor Injury Unit or Other,34,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,377208.2,820724.1,1,NA
2011-04,2011,April,Scotland,N332H,NHS Grampian,Aberdeenshire,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,60,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,363140.5,827937.2,1,NA
2011-04,2011,April,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1195,NA,1190,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,0.99581589958159,NA
2011-04,2011,April,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,778,NA,778,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,1,NA
2011-04,2011,April,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,288,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,0.9930555555555556,NA
2011-04,2011,April,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,209,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2011-04,2011,April,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,358,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,1,NA
2011-04,2011,April,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,2081,2081,1984,1984,439,4,1587,25,26,7,2,320593,862526,0.9533877943296492,0.9533877943296492
2011-04,2011,April,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,82,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2011-04,2011,April,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,37,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2011-04,2011,April,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2011-04,2011,April,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,44,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2011-04,2011,April,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,23,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2011-04,2011,April,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,98,98,98,98,0,2,76,20,0,0,0,386065.6,786460.5,1,1
2011-04,2011,April,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1198,1198,1183,1183,0,0,0,16,1182,1,0,238439,680824,0.9874791318864775,0.9874791318864775
2011-04,2011,April,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1198,1198,1183,1183,0,0,0,16,1182,1,0,238439,680824,0.9874791318864775,0.9874791318864775
2011-04,2011,April,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2981,2981,2814,2814,0,0,8,16,2957,3,0,224623.63,675929.12,0.9439785306943979,0.9439785306943979
2011-04,2011,April,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,2981,2981,2814,2814,0,0,8,16,2957,3,0,224623.63,675929.12,0.9439785306943979,0.9439785306943979
2011-04,2011,April,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6296,6296,5796,5796,789,0,24,86,5397,13,0,247423,662910,0.920584498094028,0.920584498094028
2011-04,2011,April,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6296,6296,5796,5796,789,0,24,86,5397,13,0,247423,662910,0.920584498094028,0.920584498094028
2011-04,2011,April,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,7118,7118,6770,6770,1819,9,4780,132,378,5,0,260185,665688,0.9511098623208767,0.9511098623208767
2011-04,2011,April,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,1271,1271,1271,1271,6,0,1215,9,41,0,0,261277,668868,1,1
2011-04,2011,April,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,1538,1538,1538,1538,0,1,1496,3,38,0,0,258200,661808,1,1
2011-04,2011,April,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,5168,5168,4810,4810,1503,13,3469,114,69,17,0,258200,661808,0.9307275541795665,0.9307275541795665
2011-04,2011,April,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,4050,4050,3972,3972,1098,10,2780,92,70,1,0,253769,665746,0.9807407407407407,0.9807407407407407
2011-04,2011,April,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,3933,3933,3806,3806,532,0,3395,2,4,1,0,253655,665616,0.9677091278921942,0.9677091278921942
2011-04,2011,April,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,4863,4863,4493,4493,1421,7,2978,152,305,57,0,255434,667982,0.9239152786345877,0.9239152786345877
2011-04,2011,April,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,632,NA,626,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.990506329113924,NA
2011-04,2011,April,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,97,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,0.979381443298969,NA
2011-04,2011,April,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,379,NA,376,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9920844327176781,NA
2011-04,2011,April,Scotland,C117J,NHS Highland,NA,NA,Minor Injury Unit or Other,71,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971830985915493,NA
2011-04,2011,April,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,582,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,185665,728549,0.993127147766323,NA
2011-04,2011,April,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,486,NA,478,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,0.9835390946502057,NA
2011-04,2011,April,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,195,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,0.9948717948717949,NA
2011-04,2011,April,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,516,516,511,511,135,0,380,1,0,0,0,336130,950861,0.9903100775193798,0.9903100775193798
2011-04,2011,April,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,45,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,1,NA
2011-04,2011,April,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2773,2773,2723,2723,493,4,2272,4,0,2,0,268618,844740,0.9819689866570501,0.9819689866570501
