quarter,healthboard,specialty_name,percentage_occupancy,percentage_occupancy_by_board,wards_over_ninety,percent_wards_over_ninety,percentage_occupancy_for_speciality
2018 Q4,Grampian,Gynaecology,59.43019943019945,78.89773806876757,0,0,59.43019943019942
2019 Q1,Grampian,Gynaecology,81.89863234111024,81.78198944561085,0,0,77.664
2019 Q1,Grampian,Gynaecology,61.12852664576803,81.78198944561085,0,0,77.664
2019 Q1,Grampian,Gynaecology,77.6711452335253,81.78198944561085,0,0,77.664
2019 Q2,Grampian,Gynaecology,81.63606010016696,82.13396276791633,0,0,75.30468248877486
2019 Q2,Grampian,Gynaecology,54.29362880886427,82.13396276791633,0,0,75.30468248877486
2019 Q2,Grampian,Gynaecology,75.30468248877487,82.13396276791633,0,0,75.30468248877486
2019 Q3,Grampian,Gynaecology,79.17369308600338,80.73716670833868,0,0,73.07944845699278
2019 Q3,Grampian,Gynaecology,51.48809523809525,80.73716670833868,0,0,73.07944845699278
2019 Q3,Grampian,Gynaecology,73.09711286089241,80.73716670833868,0,0,73.07944845699278
2019 Q4,Grampian,Gynaecology,83,80.69320605883887,0,0,79.2358803986711
2019 Q4,Grampian,Gynaecology,60.7843137254902,80.69320605883887,0,0,79.2358803986711
2019 Q4,Grampian,Gynaecology,79.23588039867111,80.69320605883887,0,0,79.2358803986711
2020 Q1,Grampian,Gynaecology,72,78.2793728989617,0,0,64.14704667492772
2020 Q1,Grampian,Gynaecology,26.666666666666675,78.2793728989617,0,0,64.14704667492772
2020 Q1,Grampian,Gynaecology,64.16184971098266,78.2793728989617,0,0,64.14704667492772
2020 Q2,Grampian,Gynaecology,22.619047619047624,63.02679424869392,0,0,26.78646050982031
2020 Q2,Grampian,Gynaecology,17.241379310344833,63.02679424869392,0,0,26.78646050982031
2020 Q2,Grampian,Gynaecology,30.96926713947991,63.02679424869392,0,0,26.78646050982031
2020 Q3,Grampian,Gynaecology,43.75634517766499,75.17243549732233,0,0,46.98685999093792
2020 Q3,Grampian,Gynaecology,55.07246376811596,75.17243549732233,0,0,46.98685999093792
2020 Q3,Grampian,Gynaecology,49.26279271465743,75.17243549732233,0,0,46.98685999093792
2020 Q4,Grampian,Gynaecology,84.22360248447207,78.18699237382123,0,0,70.89337175792507
2020 Q4,Grampian,Gynaecology,25.42372881355933,78.18699237382123,0,0,70.89337175792507
2020 Q4,Grampian,Gynaecology,70.8933717579251,78.18699237382123,0,0,70.89337175792507
2021 Q1,Grampian,Gynaecology,72.64325323475047,81.04886478671419,0,0,52.57841573631047
2021 Q1,Grampian,Gynaecology,16.056338028169016,81.04886478671419,0,0,52.57841573631047
2021 Q1,Grampian,Gynaecology,54.72081218274113,81.04886478671419,0,0,52.57841573631047
2021 Q2,Grampian,Gynaecology,84.07185628742518,83.9320304964258,0,0,70.60414788097385
2021 Q2,Grampian,Gynaecology,26.615969581749056,83.9320304964258,0,0,70.60414788097385
2021 Q2,Grampian,Gynaecology,70.89285714285715,83.9320304964258,0,0,70.60414788097385
2021 Q3,Grampian,Gynaecology,96.30769230769232,85.75500998775695,41,41,96.51162790697676
2021 Q3,Grampian,Gynaecology,100,85.75500998775695,41,41,96.51162790697676
2021 Q3,Grampian,Gynaecology,96.51162790697676,85.75500998775695,41,41,96.51162790697676
2021 Q4,Grampian,Gynaecology,93.75,86.32325798916605,39,39.39393939393939,94.18825015792798
2021 Q4,Grampian,Gynaecology,94.56906729634004,86.32325798916605,39,39.39393939393939,94.18825015792798
2016 Q4,Grampian,Haematology,93.9663236669785,83.93890696534766,35,36.45833333333333,94.00557620817844
2016 Q4,Grampian,Haematology,94.0443213296399,83.93890696534766,35,36.45833333333333,94.00557620817844
2017 Q1,Grampian,Haematology,95.77338129496404,85.18303064699205,43,42.57425742574257,95.80357142857143
2017 Q1,Grampian,Haematology,95.83333333333336,85.18303064699205,43,42.57425742574257,95.80357142857143
2017 Q2,Grampian,Haematology,95.9393128067827,81.12420225822288,27,27.55102040816326,95.97878921785241
2017 Q2,Grampian,Haematology,96.01750547045954,81.12420225822288,27,27.55102040816326,95.97878921785241
2017 Q3,Grampian,Haematology,95.68445475638052,80.85896429189347,28,28.57142857142857,95.69344755730494
2017 Q3,Grampian,Haematology,95.70240295748616,80.85896429189347,28,28.57142857142857,95.69344755730494
2017 Q4,Grampian,Haematology,89.09090909090912,81.19810351831038,0,0,89.12213740458014
2017 Q4,Grampian,Haematology,89.15318744053283,81.19810351831038,0,0,89.12213740458014
2018 Q1,Grampian,Haematology,94.5394112060779,84.85433644710614,42,42,94.54717875770507
2018 Q1,Grampian,Haematology,94.55492424242424,84.85433644710614,42,42,94.54717875770507
2018 Q2,Grampian,Haematology,95.93023255813956,80.71059247033662,31,31.313131313131315,95.94835262689226
2018 Q2,Grampian,Haematology,95.96631205673762,80.71059247033662,31,31.313131313131315,95.94835262689226
2018 Q3,Grampian,Haematology,90.44834307992204,78.79170169467622,25,25,90.47156052503647
2018 Q3,Grampian,Haematology,90.4946653734239,78.79170169467622,25,25,90.47156052503647
2018 Q4,Grampian,Haematology,90.50359712230215,78.89773806876757,28,27.722772277227726,90.51724137931035
2018 Q4,Grampian,Haematology,90.53084648493544,78.89773806876757,28,27.722772277227726,90.51724137931035
2019 Q1,Grampian,Haematology,90.68627450980394,81.78198944561085,34,32.69230769230769,90.83895853423336
2019 Q1,Grampian,Haematology,90.9867172675522,81.78198944561085,34,32.69230769230769,90.83895853423336
2019 Q2,Grampian,Haematology,88.91877353415818,82.13396276791633,0,0,88.97216274089935
2019 Q2,Grampian,Haematology,89.0250399573788,82.13396276791633,0,0,88.97216274089935
2019 Q3,Grampian,Haematology,92.8991185112635,80.73716670833868,30,30.303030303030305,92.9112686384747
2019 Q3,Grampian,Haematology,92.92337725719864,80.73716670833868,30,30.303030303030305,92.9112686384747
2019 Q4,Grampian,Haematology,94.1791723510687,80.69320605883887,31,31,94.20945487446279
2019 Q4,Grampian,Haematology,94.23942394239424,80.69320605883887,31,31,94.20945487446279
2020 Q1,Grampian,Haematology,87.20812182741118,78.2793728989617,0,0,87.36842105263159
2020 Q1,Grampian,Haematology,87.52475247524754,78.2793728989617,0,0,87.36842105263159
2020 Q2,Grampian,Haematology,75.50371155885473,63.02679424869392,0,0,75.6585879873551
2020 Q2,Grampian,Haematology,75.81151832460735,63.02679424869392,0,0,75.6585879873551
2020 Q3,Grampian,Haematology,91.51743638077288,75.17243549732233,22,22.916666666666664,91.59859976662777
2020 Q3,Grampian,Haematology,91.67822468793344,75.17243549732233,22,22.916666666666664,91.59859976662777
2020 Q4,Grampian,Haematology,87.16356107660457,78.18699237382123,0,0,87.44303797468355
2020 Q4,Grampian,Haematology,87.7106045589693,78.18699237382123,0,0,87.44303797468355
2021 Q1,Grampian,Haematology,92.76381909547742,81.04886478671419,34,33.663366336633665,92.94636296840558
2021 Q1,Grampian,Haematology,93.11992355470618,81.04886478671419,34,33.663366336633665,92.94636296840558
2021 Q2,Grampian,Haematology,87.6839237057221,83.9320304964258,0,0,87.93701627969041
2021 Q2,Grampian,Haematology,88.17991631799165,83.9320304964258,0,0,87.93701627969041
2021 Q3,Grampian,Haematology,93.41486359360302,85.75500998775695,41,41,93.61750626852063
2021 Q3,Grampian,Haematology,100,85.75500998775695,41,41,93.61750626852063
2021 Q3,Grampian,Haematology,93.79982285208148,85.75500998775695,41,41,93.61750626852063
2021 Q4,Grampian,Haematology,92.60020554984584,86.32325798916605,39,39.39393939393939,92.82153539381855
2021 Q4,Grampian,Haematology,93.03000968054214,86.32325798916605,39,39.39393939393939,92.82153539381855
2021 Q3,Grampian,Immunology,100,85.75500998775695,41,41,100
2016 Q4,Grampian,Infectious Diseases,90.36027263875368,83.93890696534766,35,36.45833333333333,90.36027263875364
2017 Q1,Grampian,Infectious Diseases,90.75342465753424,85.18303064699205,43,42.57425742574257,90.75342465753424
2017 Q2,Grampian,Infectious Diseases,86.1020121665887,81.12420225822288,0,0,86.10201216658866
2017 Q3,Grampian,Infectious Diseases,91.72543488481428,80.85896429189347,28,28.57142857142857,91.72543488481429
2017 Q4,Grampian,Infectious Diseases,89.7244546498278,81.19810351831038,0,0,89.72445464982779
2018 Q1,Grampian,Infectious Diseases,93.44465058750777,84.85433644710614,42,42,93.50887936313534
2018 Q1,Grampian,Infectious Diseases,93.5718617343845,84.85433644710614,42,42,93.50887936313534
2018 Q2,Grampian,Infectious Diseases,88.02852776362711,80.71059247033662,0,0,88.06197612395225
2018 Q2,Grampian,Infectious Diseases,88.0952380952381,80.71059247033662,0,0,88.06197612395225
2018 Q3,Grampian,Infectious Diseases,88.82820258192653,78.79170169467622,0,0,89.15139826422373
2018 Q3,Grampian,Infectious Diseases,89.45641986879102,78.79170169467622,0,0,89.15139826422373
2018 Q4,Grampian,Infectious Diseases,89.16408668730652,78.89773806876757,0,0,89.272030651341
2018 Q4,Grampian,Infectious Diseases,89.37784522003035,78.89773806876757,0,0,89.272030651341
2019 Q1,Grampian,Infectious Diseases,89.62203715566946,81.78198944561085,0,0,89.62868117797696
2019 Q1,Grampian,Infectious Diseases,89.63531669865644,81.78198944561085,0,0,89.62868117797696
2019 Q2,Grampian,Infectious Diseases,92.3122765196663,82.13396276791633,39,37.86407766990291,92.31227651966627
2019 Q3,Grampian,Infectious Diseases,89.57373271889402,80.73716670833868,0,0,89.58273381294964
2019 Q3,Grampian,Infectious Diseases,89.59171937895344,80.73716670833868,0,0,89.58273381294964
2019 Q4,Grampian,Infectious Diseases,95.193883123976,80.69320605883887,31,31,95.23422691578662
2019 Q4,Grampian,Infectious Diseases,95.27389903329755,80.69320605883887,31,31,95.23422691578662
2020 Q1,Grampian,Infectious Diseases,76.70520231213875,78.2793728989617,0,0,76.83242311008911
2020 Q1,Grampian,Infectious Diseases,100,78.2793728989617,18,18.181818181818183,76.83242311008911
2020 Q1,Grampian,Infectious Diseases,76.8523836875359,78.2793728989617,0,0,76.83242311008911
2020 Q2,Grampian,Infectious Diseases,51.84174624829469,63.02679424869392,0,0,52.71265907568654
2020 Q2,Grampian,Infectious Diseases,53.55263157894739,63.02679424869392,0,0,52.71265907568654
2020 Q3,Grampian,Infectious Diseases,75.85034013605443,75.17243549732233,0,0,75.85034013605441
2020 Q4,Grampian,Infectious Diseases,77.89563003818414,78.18699237382123,0,0,77.89563003818412
2021 Q1,Grampian,Infectious Diseases,78.66273352999018,81.04886478671419,0,0,78.66273352999016
2021 Q2,Grampian,Infectious Diseases,85.53742262239732,83.9320304964258,0,0,85.5374226223973
2021 Q3,Grampian,Infectious Diseases,83.15278296600674,85.75500998775695,0,0,83.16221765913757
2021 Q3,Grampian,Infectious Diseases,83.17164179104479,85.75500998775695,0,0,83.16221765913757
2021 Q4,Grampian,Infectious Diseases,85.96334376396962,86.32325798916605,0,0,86.15825435309677
2021 Q4,Grampian,Infectious Diseases,86.34782608695653,86.32325798916605,0,0,86.15825435309677
2018 Q4,Grampian,Intensive Care Medicine,100,78.89773806876757,28,27.722772277227726,100
2018 Q4,Grampian,Intensive Care Medicine,100,78.89773806876757,28,27.722772277227726,100
2019 Q1,Grampian,Intensive Care Medicine,100,81.78198944561085,34,32.69230769230769,100
2019 Q1,Grampian,Intensive Care Medicine,100,81.78198944561085,34,32.69230769230769,100
2019 Q2,Grampian,Intensive Care Medicine,100,82.13396276791633,39,37.86407766990291,100
2019 Q2,Grampian,Intensive Care Medicine,100,82.13396276791633,39,37.86407766990291,100
2019 Q3,Grampian,Intensive Care Medicine,100,80.73716670833868,30,30.303030303030305,100
2019 Q4,Grampian,Intensive Care Medicine,100,80.69320605883887,31,31,100
2020 Q1,Grampian,Intensive Care Medicine,66.24584717607975,78.2793728989617,0,0,66.24584717607974
2020 Q2,Grampian,Intensive Care Medicine,60.93613298337709,63.02679424869392,0,0,60.93613298337708
2020 Q3,Grampian,Intensive Care Medicine,64.03785488958992,75.17243549732233,0,0,64.03785488958991
2020 Q4,Grampian,Intensive Care Medicine,93.32477535301668,78.18699237382123,24,24.742268041237114,93.32477535301669
2021 Q1,Grampian,Intensive Care Medicine,95.5873213175886,81.04886478671419,34,33.663366336633665,95.59143123253648
2021 Q1,Grampian,Intensive Care Medicine,95.59553349875934,81.04886478671419,34,33.663366336633665,95.59143123253648
2021 Q2,Grampian,Intensive Care Medicine,99.61783439490448,83.9320304964258,32,31.683168316831683,99.61783439490446
2021 Q3,Grampian,Intensive Care Medicine,91.98717948717947,85.75500998775695,41,41,91.98717948717949
2021 Q4,Grampian,Intensive Care Medicine,93.54502863092142,86.32325798916605,39,39.39393939393939,93.5450286309214
2016 Q4,Grampian,Learning Disability,61.50178784266985,83.93890696534766,0,0,61.50178784266984
2017 Q1,Grampian,Learning Disability,68.0952380952381,85.18303064699205,0,0,68.0952380952381
2017 Q2,Grampian,Learning Disability,52.87548855388053,81.12420225822288,0,0,52.875488553880515
2017 Q3,Grampian,Learning Disability,35.55681175805541,80.85896429189347,0,0,35.5568117580554
2017 Q4,Grampian,Learning Disability,34.81690140845071,81.19810351831038,0,0,34.816901408450704
2018 Q1,Grampian,Learning Disability,70.79107505070995,84.85433644710614,0,0,70.79107505070994
2018 Q2,Grampian,Learning Disability,55.15507124895225,80.71059247033662,0,0,55.155071248952225
2018 Q3,Grampian,Learning Disability,57.02970297029705,78.79170169467622,0,0,57.02970297029702
2018 Q4,Grampian,Learning Disability,62.08530805687205,78.89773806876757,0,0,62.08530805687204
2019 Q1,Grampian,Learning Disability,65.25925925925928,81.78198944561085,0,0,65.25925925925927
2019 Q2,Grampian,Learning Disability,67.58811333794057,82.13396276791633,0,0,67.58811333794057
2019 Q3,Grampian,Learning Disability,73.79356568364614,80.73716670833868,0,0,73.79356568364611
2019 Q4,Grampian,Learning Disability,79.80965329707682,80.69320605883887,0,0,79.80965329707682
2020 Q1,Grampian,Learning Disability,73.28244274809161,78.2793728989617,0,0,73.2824427480916
2020 Q2,Grampian,Learning Disability,100,63.02679424869392,13,13.26530612244898,100
2020 Q3,Grampian,Learning Disability,93.13559322033902,75.17243549732233,22,22.916666666666664,93.13559322033899
2020 Q4,Grampian,Learning Disability,92.92364990689012,78.18699237382123,24,24.742268041237114,92.92364990689012
2021 Q1,Grampian,Learning Disability,85.8751279426817,81.04886478671419,0,0,85.87512794268169
2021 Q2,Grampian,Learning Disability,98.28510182207933,83.9320304964258,32,31.683168316831683,98.28510182207931
2021 Q3,Grampian,Learning Disability,94.22492401215808,85.75500998775695,41,41,94.22492401215806
2021 Q4,Grampian,Learning Disability,100,86.32325798916605,39,39.39393939393939,100
2016 Q4,Grampian,Medical Grouping,90.36122325127312,83.93890696534766,35,36.45833333333333,90.5776305761251
2016 Q4,Grampian,Medical Grouping,89.82701158546264,83.93890696534766,0,0,90.5776305761251
2016 Q4,Grampian,Medical Grouping,90.78593405177276,83.93890696534766,35,36.45833333333333,90.5776305761251
2017 Q1,Grampian,Medical Grouping,90.2801729524381,85.18303064699205,43,42.57425742574257,91.61469161469161
2017 Q1,Grampian,Medical Grouping,96.11362351611082,85.18303064699205,43,42.57425742574257,91.61469161469161
2017 Q1,Grampian,Medical Grouping,91.95145570411096,85.18303064699205,43,42.57425742574257,91.61469161469161
2017 Q2,Grampian,Medical Grouping,84.188301532686907,81.12420225822288,0,0,86.39337357854836
2017 Q2,Grampian,Medical Grouping,91.14935464044254,81.12420225822288,27,27.55102040816326,86.39337357854836
2017 Q2,Grampian,Medical Grouping,87.25896761492909,81.12420225822288,0,0,86.39337357854836
2017 Q3,Grampian,Medical Grouping,87.11433288618306,80.85896429189347,0,0,87.46690700163353
2017 Q3,Grampian,Medical Grouping,84.80053862986031,80.85896429189347,0,0,87.46690700163353
2017 Q3,Grampian,Medical Grouping,87.9442835649459,80.85896429189347,0,0,87.46690700163353
2017 Q4,Grampian,Medical Grouping,87.90811415489478,81.19810351831038,0,0,88.4187894367843
2017 Q4,Grampian,Medical Grouping,84.21545667447309,81.19810351831038,0,0,88.4187894367843
2017 Q4,Grampian,Medical Grouping,89.1680481563149,81.19810351831038,0,0,88.4187894367843
2018 Q1,Grampian,Medical Grouping,90.36710438033164,84.85433644710614,42,42,91.33713268342919
2018 Q1,Grampian,Medical Grouping,92.54207777132908,84.85433644710614,42,42,91.33713268342919
2018 Q1,Grampian,Medical Grouping,91.82497687887566,84.85433644710614,42,42,91.33713268342919
2018 Q2,Grampian,Medical Grouping,82.61678015930852,80.71059247033662,0,0,84.64694193382965
2018 Q2,Grampian,Medical Grouping,87.54740834386854,80.71059247033662,0,0,84.64694193382965
2018 Q2,Grampian,Medical Grouping,85.63683059069724,80.71059247033662,0,0,84.64694193382965
2018 Q3,Grampian,Medical Grouping,81.94334667652535,78.79170169467622,0,0,83.54126055880442
2018 Q3,Grampian,Medical Grouping,84.33928858844362,78.79170169467622,0,0,83.54126055880442
2018 Q3,Grampian,Medical Grouping,84.46770258122511,78.79170169467622,0,0,83.54126055880442
2018 Q4,Grampian,Medical Grouping,83.2406651703734,78.89773806876757,0,0,84.69767485240489
2018 Q4,Grampian,Medical Grouping,85.37641057350442,78.89773806876757,0,0,84.69767485240489
2018 Q4,Grampian,Medical Grouping,85.55458061161485,78.89773806876757,0,0,84.69767485240489
2019 Q1,Grampian,Medical Grouping,89.82959086338913,81.78198944561085,0,0,89.47413392068812
2019 Q1,Grampian,Medical Grouping,80.79751593397614,81.78198944561085,0,0,89.47413392068812
2019 Q1,Grampian,Medical Grouping,90.1246214189961,81.78198944561085,34,32.69230769230769,89.47413392068812
2019 Q2,Grampian,Medical Grouping,89.90440785979821,82.13396276791633,0,0,89.6534914104089
2019 Q2,Grampian,Medical Grouping,81.19756538904427,82.13396276791633,0,0,89.6534914104089
2019 Q2,Grampian,Medical Grouping,90.36666836656636,82.13396276791633,39,37.86407766990291,89.6534914104089
2019 Q3,Grampian,Medical Grouping,87.73643410852715,80.73716670833868,0,0,88.09077286991923
2019 Q3,Grampian,Medical Grouping,81.88338010601812,80.73716670833868,0,0,88.09077286991923
2019 Q3,Grampian,Medical Grouping,88.96830991688117,80.73716670833868,0,0,88.09077286991923
2019 Q4,Grampian,Medical Grouping,88.90560738288697,80.69320605883887,0,0,89.39325148917622
2019 Q4,Grampian,Medical Grouping,87.18968591414072,80.69320605883887,0,0,89.39325148917622
2019 Q4,Grampian,Medical Grouping,89.95727513857788,80.69320605883887,0,0,89.39325148917622
2020 Q1,Grampian,Medical Grouping,85.12445238503146,78.2793728989617,0,0,85.87000689009416
2020 Q1,Grampian,Medical Grouping,85.57055864442681,78.2793728989617,0,0,85.87000689009416
2020 Q1,Grampian,Medical Grouping,86.37507138116774,78.2793728989617,0,0,85.87000689009416
2020 Q2,Grampian,Medical Grouping,66.86590213629995,63.02679424869392,0,0,65.96852859121289
2020 Q2,Grampian,Medical Grouping,49.74042374070438,63.02679424869392,0,0,65.96852859121289
2020 Q2,Grampian,Medical Grouping,67.4329302196275,63.02679424869392,0,0,65.96852859121289
2020 Q3,Grampian,Medical Grouping,80.83865592890865,75.17243549732233,0,0,81.90153651816925
2020 Q3,Grampian,Medical Grouping,78.53577371048254,75.17243549732233,0,0,81.90153651816925
2020 Q3,Grampian,Medical Grouping,82.92518535160639,75.17243549732233,0,0,81.90153651816925
2020 Q4,Grampian,Medical Grouping,85.11829350932503,78.18699237382123,0,0,83.07304041140009
2020 Q4,Grampian,Medical Grouping,78.35931091058245,78.18699237382123,0,0,83.07304041140009
2020 Q4,Grampian,Medical Grouping,82.32872953443704,78.18699237382123,0,0,83.07304041140009
2021 Q1,Grampian,Medical Grouping,85.79356270810213,81.04886478671419,0,0,84.8428871057746
2021 Q1,Grampian,Medical Grouping,88.90080428954424,81.04886478671419,0,0,84.8428871057746
2021 Q1,Grampian,Medical Grouping,83.84395973154365,81.04886478671419,0,0,84.8428871057746
2021 Q2,Grampian,Medical Grouping,88.32291490679732,83.9320304964258,0,0,88.64109611860736
2021 Q2,Grampian,Medical Grouping,91.8226421951663,83.9320304964258,32,31.683168316831683,88.64109611860736
2021 Q2,Grampian,Medical Grouping,88.52828405807637,83.9320304964258,0,0,88.64109611860736
2021 Q3,Grampian,Medical Grouping,88.69908363790456,85.75500998775695,0,0,89.80970222835732
2021 Q3,Grampian,Medical Grouping,94.0496723007934,85.75500998775695,41,41,89.80970222835732
2021 Q3,Grampian,Medical Grouping,90.10956726116412,85.75500998775695,41,41,89.80970222835732
2021 Q4,Grampian,Medical Grouping,91.99896090401354,86.32325798916605,39,39.39393939393939,90.88713115142329
2021 Q4,Grampian,Medical Grouping,89.56338256776499,86.32325798916605,0,0,90.88713115142329
2021 Q4,Grampian,Medical Grouping,90.31834375872204,86.32325798916605,39,39.39393939393939,90.88713115142329
2016 Q4,Grampian,Medical Oncology,81.28186453022579,83.93890696534766,0,0,83.33869411386297
2016 Q4,Grampian,Medical Oncology,33.333333333333336,83.93890696534766,0,0,83.33869411386297
2016 Q4,Grampian,Medical Oncology,85.05481823427583,83.93890696534766,0,0,83.33869411386297
2017 Q1,Grampian,Medical Oncology,85.1851851851852,85.18303064699205,0,0,86.76774638180565
2017 Q1,Grampian,Medical Oncology,88.04483188044833,85.18303064699205,0,0,86.76774638180565
2017 Q2,Grampian,Medical Oncology,75.47312641937927,81.12420225822288,0,0,77.97979797979798
2017 Q2,Grampian,Medical Oncology,0,81.12420225822288,0,0,77.97979797979798
2017 Q2,Grampian,Medical Oncology,80.13365735115433,81.12420225822288,0,0,77.97979797979798
2017 Q3,Grampian,Medical Oncology,77.71317829457365,80.85896429189347,0,0,79.31654676258992
2017 Q3,Grampian,Medical Oncology,80.70469798657719,80.85896429189347,0,0,79.31654676258992
2017 Q4,Grampian,Medical Oncology,82.06739006282126,81.19810351831038,0,0,81.64642375168691
2017 Q4,Grampian,Medical Oncology,0,81.19810351831038,0,0,81.64642375168691
2017 Q4,Grampian,Medical Oncology,82.36514522821578,81.19810351831038,0,0,81.64642375168691
2018 Q1,Grampian,Medical Oncology,84.11507191995,84.85433644710614,0,0,85.01916838690651
2018 Q1,Grampian,Medical Oncology,NA,84.85433644710614,NA,NA,85.01916838690651
2018 Q1,Grampian,Medical Oncology,85.82589285714286,84.85433644710614,0,0,85.01916838690651
2018 Q2,Grampian,Medical Oncology,76.14761476147618,80.71059247033662,0,0,78.27868852459017
2018 Q2,Grampian,Medical Oncology,80.06019563581641,80.71059247033662,0,0,78.27868852459017
2018 Q3,Grampian,Medical Oncology,71.71888230313296,78.79170169467622,0,0,74.80432351844951
2018 Q3,Grampian,Medical Oncology,60,78.79170169467622,0,0,74.80432351844951
2018 Q3,Grampian,Medical Oncology,77.34584450402147,78.79170169467622,0,0,74.80432351844951
2018 Q4,Grampian,Medical Oncology,75.77197149643708,78.89773806876757,0,0,77.43080198722498
2018 Q4,Grampian,Medical Oncology,0,78.89773806876757,0,0,77.43080198722498
2018 Q4,Grampian,Medical Oncology,79.3907971484122,78.89773806876757,0,0,77.43080198722498
2019 Q1,Grampian,Medical Oncology,81.74178762414058,81.78198944561085,0,0,83.61891706648389
2019 Q1,Grampian,Medical Oncology,85.14605344934743,81.78198944561085,0,0,83.61891706648389
2019 Q2,Grampian,Medical Oncology,84.71257106759319,82.13396276791633,0,0,84.92462311557789
2019 Q2,Grampian,Medical Oncology,0,82.13396276791633,0,0,84.92462311557789
2019 Q2,Grampian,Medical Oncology,85.73027420257415,82.13396276791633,0,0,84.92462311557789
2019 Q3,Grampian,Medical Oncology,85.75712143928037,80.73716670833868,0,0,86.11111111111111
2019 Q3,Grampian,Medical Oncology,44.44444444444445,80.73716670833868,0,0,86.11111111111111
2019 Q3,Grampian,Medical Oncology,86.68941979522187,80.73716670833868,0,0,86.11111111111111
2019 Q4,Grampian,Medical Oncology,85.91439688715954,80.69320605883887,0,0,85.08833922261483
2019 Q4,Grampian,Medical Oncology,14.285714285714288,80.69320605883887,0,0,85.08833922261483
2019 Q4,Grampian,Medical Oncology,86.02649006622518,80.69320605883887,0,0,85.08833922261483
2020 Q1,Grampian,Medical Oncology,78.33333333333336,78.2793728989617,0,0,78.14769975786925
2020 Q1,Grampian,Medical Oncology,0,78.2793728989617,0,0,78.14769975786925
2020 Q1,Grampian,Medical Oncology,80.6122448979592,78.2793728989617,0,0,78.14769975786925
2020 Q2,Grampian,Medical Oncology,27.083333333333336,63.02679424869392,0,0,34.224890829694324
2020 Q2,Grampian,Medical Oncology,NA,63.02679424869392,NA,NA,34.224890829694324
2020 Q2,Grampian,Medical Oncology,39.96062992125985,63.02679424869392,0,0,34.224890829694324
2020 Q3,Grampian,Medical Oncology,63.57711803041275,75.17243549732233,0,0,62.94233289646134
2020 Q3,Grampian,Medical Oncology,0,75.17243549732233,0,0,62.94233289646134
2020 Q3,Grampian,Medical Oncology,62.83132530120483,75.17243549732233,0,0,62.94233289646134
2020 Q4,Grampian,Medical Oncology,83.1794871794872,78.18699237382123,0,0,75.93378607809848
2020 Q4,Grampian,Medical Oncology,0,78.18699237382123,0,0,75.93378607809848
2020 Q4,Grampian,Medical Oncology,70.92095721537348,78.18699237382123,0,0,75.93378607809848
2021 Q1,Grampian,Medical Oncology,76.48456057007127,81.04886478671419,0,0,52.702702702702695
2021 Q1,Grampian,Medical Oncology,0,81.04886478671419,0,0,52.702702702702695
2021 Q1,Grampian,Medical Oncology,46.789503070910115,81.04886478671419,0,0,52.702702702702695
2021 Q2,Grampian,Medical Oncology,89.96990972918758,83.9320304964258,0,0,73.08668842945231
2021 Q2,Grampian,Medical Oncology,NA,83.9320304964258,NA,NA,73.08668842945231
2021 Q2,Grampian,Medical Oncology,63.52272727272728,83.9320304964258,0,0,73.08668842945231
2021 Q3,Grampian,Medical Oncology,100,85.75500998775695,41,41,79.5985060690943
2021 Q3,Grampian,Medical Oncology,NA,85.75500998775695,NA,NA,79.5985060690943
2021 Q3,Grampian,Medical Oncology,67.86764705882355,85.75500998775695,0,0,79.5985060690943
2021 Q4,Grampian,Medical Oncology,100,86.32325798916605,39,39.39393939393939,88.08126410835214
2021 Q4,Grampian,Medical Oncology,0.7518796992481205,86.32325798916605,0,0,88.08126410835214
2021 Q4,Grampian,Medical Oncology,88.91687657430732,86.32325798916605,0,0,88.08126410835214
2016 Q4,Grampian,Mental Health Grouping,79.98726925525143,83.93890696534766,0,0,79.98726925525143
2017 Q1,Grampian,Mental Health Grouping,100,85.18303064699205,43,42.57425742574257,83.28413403834301
2017 Q1,Grampian,Mental Health Grouping,83.2803374432187,85.18303064699205,0,0,83.28413403834301
2017 Q2,Grampian,Mental Health Grouping,80.93184618377539,81.12420225822288,0,0,80.93184618377536
2017 Q3,Grampian,Mental Health Grouping,78.08902038978583,80.85896429189347,0,0,78.08902038978582
2017 Q4,Grampian,Mental Health Grouping,74.53619615983396,81.19810351831038,0,0,74.53619615983393
2018 Q1,Grampian,Mental Health Grouping,78.77542971702765,84.85433644710614,0,0,78.77542971702765
2018 Q2,Grampian,Mental Health Grouping,78.29963175915759,80.71059247033662,0,0,78.29963175915758
2018 Q3,Grampian,Mental Health Grouping,81.59324665243548,78.79170169467622,0,0,81.59324665243547
2018 Q4,Grampian,Mental Health Grouping,83.11868014901545,78.89773806876757,0,0,83.11868014901543
2019 Q1,Grampian,Mental Health Grouping,81.09409190371993,81.78198944561085,0,0,81.09409190371991
2019 Q2,Grampian,Mental Health Grouping,80.20470461483212,82.13396276791633,0,0,80.2047046148321
2019 Q3,Grampian,Mental Health Grouping,77.026363763848,80.73716670833868,0,0,77.02636376384798
2019 Q4,Grampian,Mental Health Grouping,76.69112508735152,80.69320605883887,0,0,76.6911250873515
2020 Q1,Grampian,Mental Health Grouping,84.17560373427979,78.2793728989617,0,0,84.17560373427976
2020 Q2,Grampian,Mental Health Grouping,76.28192278394742,63.02679424869392,0,0,76.2819227839474
